,epoch,path,val_precision,val_recall,val_f1,test_precision,test_recall,test_f1
24,25,yidu_albert_tiny_ep25.h5,0.779357556608753,0.797843665768205,0.7884922749067774,0.8201086956521837,0.8378678511937903,0.8288931612194546
25,26,yidu_albert_tiny_ep26.h5,0.7941336230309726,0.7881401617250788,0.7911255411255524,0.8338926174496737,0.8278734036646404,0.8308721092226341
26,27,yidu_albert_tiny_ep27.h5,0.7883683360258595,0.7892183288409818,0.7887931034482872,0.8369504730105822,0.8350916157690264,0.8360200111172965
27,28,yidu_albert_tiny_ep28.h5,0.7948857453754192,0.7876010781671273,0.791226645004073,0.8381274675691011,0.8250971682398764,0.8315612758813749
28,29,yidu_albert_tiny_ep29.h5,0.7987938596491339,0.7854447439353216,0.7920630606143086,0.8410633484162986,0.8256524153248292,0.8332866349117494
29,30,yidu_albert_tiny_ep30.h5,0.7826086956521855,0.7956873315363991,0.7890938251804444,0.8205689277899442,0.8328706274292152,0.8266740148801418
30,31,yidu_albert_tiny_ep31.h5,0.7897817988291757,0.8000000000000108,0.7948580610605359,0.8280991735537285,0.8345363686840735,0.8313053097345227
31,32,yidu_albert_tiny_ep32.h5,0.7987971569163588,0.7876010781671273,0.7931596091205324,0.8391255605381256,0.831204886174357,0.8351464435146535
32,33,yidu_albert_tiny_ep33.h5,0.7931781266919441,0.7897574123989332,0.7914640734738092,0.8336134453781606,0.826207662409782,0.8298940323480296
33,34,yidu_albert_tiny_ep34.h5,0.7894736842105378,0.7843665768194187,0.7869118442401414,0.8344556677890104,0.8256524153248292,0.8300307005302914
34,35,yidu_albert_tiny_ep35.h5,0.791280653950965,0.7827493261455643,0.7869918699187107,0.8393461104847892,0.8267629094947347,0.8330069930070023
35,36,yidu_albert_tiny_ep36.h5,0.7891373801917045,0.7989218328841079,0.7939994642378895,0.831204886174357,0.831204886174357,0.831204886174357
36,37,yidu_albert_tiny_ep37.h5,0.7788918205804866,0.7956873315363991,0.7872000000000113,0.8220153340635366,0.833425874514168,0.827681279294192
37,38,yidu_albert_tiny_ep38.h5,0.7920258620689767,0.7924528301886904,0.7922392886014663,0.8326869806094276,0.8345363686840735,0.8336106489184785
38,39,yidu_albert_tiny_ep39.h5,0.7951482479784477,0.7951482479784477,0.7951482479784477,0.8293228875209945,0.8228761799000653,0.8260869565217488
39,40,yidu_albert_tiny_ep40.h5,0.7915099408920048,0.7940700808625448,0.7927879440258454,0.828874024526208,0.8256524153248292,0.8272600834492446
40,41,yidu_albert_tiny_ep41.h5,0.7830545062061639,0.7822102425876128,0.7826321467098284,0.8329596412556147,0.8250971682398764,0.8290097629009858
41,42,yidu_albert_tiny_ep42.h5,0.7857142857142972,0.7886792452830302,0.787193973634663,0.8301675977653726,0.8250971682398764,0.8276246170983109
42,43,yidu_albert_tiny_ep43.h5,0.7889125799573673,0.797843665768205,0.7933529884749507,0.8224557522123992,0.8256524153248292,0.8240509836519909
